iter	RMSE
380	0.1050123343
381	0.1049625177
382	0.1048891384
383	0.1048688901
384	0.1048574387
385	0.1048468521
386	0.1047765745
387	0.1047687458
388	0.1047687083
389	0.1046524318
390	0.1045783371
391	0.1044685841
392	0.1044074194
393	0.1043735458
394	0.1043682069
395	0.1043659031
396	0.1043507759
397	0.1041455395
398	0.1041296593
399	0.1040962774
400	0.1040731399
401	0.1040249009
402	0.1039167961
403	0.1037769535
404	0.103755424
405	0.1037522759
406	0.1037279454
407	0.1036976194
408	0.103694295
409	0.1036695364
410	0.1036657182
411	0.103665686
412	0.1036021635
413	0.1035841737
414	0.1035835439
415	0.1035281074
416	0.103498973
417	0.1034525832
418	0.1034479671
419	0.1034189589
420	0.1034188272
421	0.1033123457
422	0.1032025181
423	0.1031814479
424	0.1030577666
425	0.1030512349
426	0.1029974638
427	0.1029895817
428	0.1029881163
429	0.1028897695
430	0.1027859214
431	0.1027857358
432	0.1027840348
433	0.1027717197
434	0.1026799743
435	0.1026657884
436	0.102556605
437	0.102532704
438	0.1024702815
439	0.102452009
440	0.102432921
441	0.1023809205
442	0.1023785146
443	0.1023634586
444	0.102335371
445	0.1022745777
446	0.1022713876
447	0.1022113318
448	0.1021856268
449	0.1021773114
450	0.102152856
451	0.1021421577
452	0.1021313687
453	0.1021297186
454	0.1021267847
455	0.1021143099
456	0.1020360291
457	0.1020210749
458	0.1019022376
459	0.1016937994
460	0.1016922896
461	0.1016849376
462	0.1016635338
463	0.1015880875
464	0.1015499855
465	0.1014900096
466	0.1014051376
467	0.1013810192
468	0.1013155203
469	0.1012800053
470	0.1011853439
471	0.1011365836
472	0.1010865862
473	0.1010848033
474	0.1010781537
475	0.1010278633
476	0.1010264342
477	0.1010007222
478	0.1009958009
479	0.1009515613
480	0.1009140283
481	0.1008114561
482	0.1008051502
483	0.1007531064
484	0.1007156935
485	0.1007006026
486	0.100695805
487	0.1005972121
488	0.1005855112
489	0.1005016456
490	0.1004953672
491	0.1004618815
492	0.1004313991
493	0.1003875058
494	0.1003787711
495	0.1003668622
496	0.1003528898
497	0.1003468158
498	0.1003338245
499	0.1001997541
500	0.1001917706
501	0.1001891135
502	0.1001828392
503	0.1001800972
504	0.1001761019
505	0.1001748428
506	0.1001618135
507	0.1000616295
508	0.1000557318
509	0.1000344592
510	0.09996187478
511	0.09986502974
512	0.09977575667
513	0.09976985242
514	0.09976853623
515	0.09974838857
516	0.09971498743
517	0.09970496705
518	0.0996732113
519	0.09967059932
520	0.09962621263
521	0.09960153178
522	0.09952811947
523	0.09951950261
524	0.09951775793
525	0.09948873582
526	0.09935580403
527	0.09934362057
528	0.09930877648
529	0.09928420093
530	0.09928289283
531	0.09927173073
532	0.09926597902
533	0.0992590125
534	0.09923412924
535	0.09920947892
536	0.09919160365
537	0.0991566155
538	0.09903507713
539	0.09903322898
540	0.09898729752
541	0.09898427111
542	0.09897362549
543	0.09897192753
544	0.09890005986
545	0.09885625249
546	0.0988416962
547	0.09883758526
548	0.09882547765
549	0.09868337127
550	0.09867654271
551	0.09867075968
552	0.09866413794
553	0.09861328084
554	0.0985419918
555	0.09847189053
556	0.09845047896
557	0.09844565871
558	0.0983778793
559	0.09829553796
560	0.09823396982
561	0.0982086051
562	0.09819741353
563	0.09814856853
564	0.09813988946
565	0.09810113507
566	0.09805631694
567	0.09800121742
568	0.09797122845
569	0.09796927113
570	0.09791942691
571	0.09790437718
572	0.09784176252
573	0.0978036006
574	0.09780317999
575	0.09779604952
576	0.0977273978
577	0.0976885754
578	0.09768212524
579	0.09764342476
580	0.09764299528
581	0.0976371983
582	0.09763153149
583	0.09751660681
584	0.09749416827
585	0.09748017932
586	0.09732673594
587	0.09732179379
588	0.09726816241
589	0.09726130493
590	0.09722624058
591	0.09722078337
592	0.09714789807
593	0.09695609348
594	0.09694890411
595	0.09694823257
596	0.09685151892
597	0.09684206393
598	0.0967998641
599	0.09662702851
600	0.09662246139
601	0.09660588765
602	0.09660405373
603	0.09659947748
604	0.09647598403
605	0.09647285929
606	0.09641348791
607	0.09638185278
608	0.09636067353
609	0.09632493122
610	0.09631548304
611	0.09631293299
612	0.09630997882
613	0.09630872826
614	0.0962900783
615	0.09627451741
616	0.0962440329
617	0.09622308467
618	0.09621948775
619	0.09621764821
620	0.09618672973
621	0.09615229774
622	0.09614714728
623	0.09614004962
624	0.09613317109
625	0.09613143577
626	0.09612718361
627	0.09610908327
628	0.09610540425
629	0.09609743861
630	0.09609415402
631	0.09599582959
632	0.09595933445
633	0.09587542119
634	0.09587521675
635	0.09586153862
636	0.09586055691
637	0.0957901704
638	0.09574585002
639	0.09574273302
640	0.09572530495
641	0.09568721005
642	0.09567281367
643	0.09566569611
644	0.09566176299
645	0.09565450927
646	0.09564365069
647	0.09563145026
648	0.09562848231
649	0.09561881691
650	0.09561751863
651	0.095601304
652	0.09559771586
653	0.09556493879
654	0.09554907016
655	0.09554867757
656	0.09554677666
657	0.09554591374
658	0.09554476341
659	0.09554072448
660	0.09548718571
661	0.09547358616
662	0.09547203339
663	0.09545646923
664	0.09544539662
665	0.09543488123
666	0.09541869187
667	0.09539958612
668	0.09534319387
669	0.095340656
670	0.09532947532
671	0.09532767527
672	0.09532242771
673	0.09531643469
674	0.09524437373
675	0.09523592096
676	0.09523465815
677	0.09521419647
678	0.09520840527
679	0.09519032364
680	0.0951877545
681	0.09506899072
682	0.09506362182
683	0.09505684099
684	0.09504531653
685	0.09503579746
686	0.09503435451
687	0.09503360356
688	0.0950294469
689	0.09502092707
690	0.09501477391
691	0.09497219326
692	0.09492033423
693	0.09486954122
694	0.09486870534
695	0.0948603066
696	0.09481153504
697	0.09480036706
698	0.09479983453
699	0.09478830216
700	0.09478272675
701	0.09473347317
702	0.09468656395
703	0.09462778069
704	0.09461802463
705	0.09457787495
706	0.0945744003
707	0.09454855405
708	0.09453791215
709	0.09452941999
710	0.09452629575
711	0.09451759144
712	0.09451631934
713	0.0945022844
714	0.09449909742
715	0.09449809691
716	0.0944949959
717	0.09444343317
718	0.09438996878
719	0.0943877776
720	0.09427717731
721	0.09425432664
722	0.09417561317
723	0.09417384082
724	0.09414698719
725	0.09414240569
726	0.09413789074
727	0.09407554299
728	0.0940506528
729	0.09403460463
730	0.09403175566
731	0.09402677407
732	0.09399818657
733	0.09399807432
734	0.09397537259
735	0.09393798858
736	0.09393486862
737	0.09393192746
738	0.09392847033
739	0.09392490147
740	0.09390929509
741	0.09388403315
742	0.09386150536
743	0.09384880754
744	0.09384597949
745	0.09384377082
746	0.09383645565
747	0.0938351231
748	0.09382248527
749	0.09382087733
750	0.09381583174
751	0.09381565213
752	0.09380874642
753	0.0937855018
754	0.09378311211
755	0.09377288708
756	0.09372701514
757	0.09372277816
758	0.09371947158
759	0.0937135545
760	0.09368855325
761	0.09368048026
762	0.09367959334
763	0.09366528149
764	0.09365823616
765	0.09365667914
766	0.09364961331
767	0.09354783175
768	0.09353073314
769	0.09352908704
770	0.09352802528
771	0.09349605176
772	0.0934594152
773	0.09344902712
774	0.0934486781
775	0.09344411071
776	0.09340209219
777	0.09339603045
778	0.09332826775
779	0.09325857505
780	0.09325802028
781	0.09324164012
782	0.09323613287
783	0.09314596921
784	0.09314005092
785	0.09310912318
786	0.09310477418
787	0.09308788415
788	0.09308551703
789	0.09308145198
790	0.09306694496
791	0.09306324078
792	0.09304883852
793	0.09304703763
794	0.09304214823
795	0.09297562192
796	0.09297279526
797	0.09296974985
798	0.09294801369
799	0.09294160847
800	0.09293456474
801	0.0929320222
802	0.09290502571
803	0.09289388913
804	0.0928863205
805	0.09288276127
806	0.09287940123
807	0.09287801905
808	0.09287528478
809	0.09287346446
810	0.09286759938
811	0.09286690397
812	0.09286577871
813	0.0928620976
814	0.09286036017
815	0.09285245736
816	0.09284380275
817	0.09284214936
818	0.09283821415
819	0.09282625282
820	0.09281770121
821	0.09281378845
822	0.09280597666
823	0.09280239152
824	0.09276047934
825	0.09275837501
826	0.09274876485
827	0.09268485386
828	0.09266897615
829	0.09266628623
830	0.09266589114
831	0.09266115838
832	0.09264910918
833	0.09262140345
834	0.09260223167
835	0.09252779396
836	0.09249516283
837	0.09249315775
838	0.09248533852
839	0.09248468813
840	0.09247077841
841	0.09244334498
842	0.09244135593
843	0.09243220334
844	0.09242097967
845	0.0924182655
846	0.0924107096
847	0.0924099534
848	0.09240857272
849	0.09235297534
850	0.0923505239
851	0.09235000141
852	0.09232881793
853	0.09232786104
854	0.09232605188
855	0.0923147862
856	0.09230988552
857	0.09230156612
858	0.09229869796
859	0.09229137541
860	0.09229074674
861	0.09228641049
862	0.09228047999
863	0.09227813925
864	0.09227774317
865	0.09227229438
866	0.09225082298
867	0.09215878543
868	0.09215268344
869	0.09211441338
870	0.09206558792
871	0.09205820936
872	0.09204743768
873	0.09204653452
874	0.09204407572
875	0.09204060092
876	0.09202836648
877	0.0920203371
878	0.0920063614
879	0.09200283682
880	0.09200165723
881	0.09200122911
882	0.09199850416
883	0.0919943669
884	0.09199039411
885	0.09197254832
886	0.09196802934
887	0.09194792305
888	0.09194457412
889	0.09194428547
890	0.09193981499
891	0.09193939327
892	0.09193732718
893	0.09186019224
894	0.09184725386
895	0.09179599951
896	0.09178910835
897	0.09176574943
898	0.09176382132
899	0.09175590706
900	0.09174643952
901	0.09174341411
902	0.09173920107
903	0.09173773499
904	0.0917376692
905	0.09173726995
906	0.09172582565
907	0.09172540499
908	0.09172296866
909	0.09171323052
910	0.09170965438
911	0.09167719369
912	0.09159920511
913	0.0915933797
914	0.09159020585
915	0.09159004545
916	0.09158966156
917	0.09158901398
918	0.09158640744
919	0.09158277121
920	0.09156571671
921	0.09153785222
922	0.0914791909
923	0.09147101738
924	0.09146769449
925	0.0914657592
926	0.09146326689
927	0.09146166022
928	0.09145824422
929	0.09138583404
930	0.09136228526
931	0.0913612825
932	0.09125487038
933	0.09124275773
934	0.09123912177
935	0.09123750246
936	0.09123130653
937	0.09120113243
938	0.09120086156
939	0.09119511322
940	0.09119286289
941	0.09116037807
942	0.09115554696
943	0.09110539558
944	0.09110043921
945	0.09109830724
946	0.09109361144
947	0.09109159253
948	0.09108800937
949	0.09107941348
950	0.09100426318
951	0.09100245278
952	0.09099820365
953	0.09096165397
954	0.09095645133
955	0.09093653828
956	0.09091544609
957	0.09090631977
958	0.09081385233
959	0.09073195982
960	0.09072675535
961	0.09072658509
962	0.09072234768
963	0.09072111678
964	0.09071685146
965	0.09071204577
966	0.09071017413
967	0.09070934447
968	0.09068573084
969	0.09068119845
970	0.09065668663
971	0.0906500145
972	0.09064584189
973	0.0906369139
974	0.09062310194
975	0.09061666529
976	0.09061401341
977	0.09060809043
978	0.09059218522
979	0.09058879682
980	0.09053366472
981	0.09053097857
982	0.09052562026
983	0.09052482348
984	0.09051990526
985	0.0905041338
986	0.09050065544
987	0.09044166887
988	0.09044067847
989	0.0904324924
990	0.09034695211
991	0.0903396498
992	0.09032351348
993	0.0903142776
994	0.09031173802
995	0.09030335853
996	0.09030110786
997	0.09017729265
998	0.0901741462
999	0.0901695218
